CUST_NO,EPOCH,TRANS_AMOUNT
9798,05/05/2015,1500
2639,20/04/2015,600
5682,01/10/2015,1500
2697,23/09/2014,800
6370,27/10/2015,900
2552,20/05/2015,600
950,30/06/2015,2450
7463,14/09/2015,2250
1026,24/11/2014,950
7100,28/08/2015,650
4255,02/02/2015,1400
1409,07/09/2015,1050
7242,29/09/2014,450
5502,06/05/2015,250
5482,26/09/2014,1200
4895,21/09/2015,400
8916,08/01/2015,800
8717,29/06/2015,1250
4662,20/08/2014,750
2442,07/05/2015,700
2252,14/09/2015,850
4551,31/08/2015,950
4145,07/07/2014,350
8607,16/02/2015,450
6125,29/01/2015,1650
1339,08/09/2014,1350
702,25/08/2015,600
62,28/07/2015,1350
4815,30/09/2014,1850
1145,24/02/2015,550
7236,28/11/2014,900
7664,02/11/2015,1800
2721,23/07/2015,600
6927,02/06/2015,1600
7129,13/08/2014,850
6644,14/07/2014,900
3426,25/09/2014,1250
3041,26/02/2015,100
757,28/07/2015,2000
4767,25/05/2015,1700
6879,22/09/2014,550
9456,30/12/2014,950
5110,18/08/2014,700
6041,22/09/2014,1050
2585,28/10/2014,850
2138,07/09/2015,700
4830,19/08/2015,400
7371,11/07/2014,900
2089,12/09/2014,950
486,29/09/2014,1750
310,30/06/2014,900
7991,19/10/2015,1300
4409,08/07/2015,850
2027,05/10/2015,300
156,19/01/2015,600
6743,16/02/2015,1850
4258,02/03/2015,800
9473,29/05/2015,1550
4076,29/04/2015,2650
6668,25/05/2015,850
59,24/08/2015,1050
2145,22/12/2014,550
9375,05/05/2015,750
6803,18/02/2015,700
6924,05/08/2014,250
8719,28/09/2015,1150
6261,12/10/2015,5250
2583,11/03/2015,550
7796,20/11/2014,850
2510,06/10/2015,150
5536,29/10/2014,700
7805,18/08/2014,1250
7232,09/02/2015,1300
854,01/12/2014,1050
8575,05/05/2015,850
5449,21/08/2014,2300
9900,08/06/2015,400
8084,21/07/2015,550
9798,04/07/2014,1550
2639,19/03/2015,600
5682,01/12/2014,1500
4104,02/01/2015,2900
6370,30/12/2014,850
2552,22/12/2014,600
7648,06/03/2015,1100
7463,15/06/2015,2250
1026,23/02/2015,950
7100,28/04/2015,650
4255,01/10/2014,1450
1409,06/10/2014,1100
7242,28/04/2015,450
5502,08/12/2014,250
5482,26/06/2015,1100
4895,22/12/2014,400
8916,08/09/2014,800
8717,18/05/2015,850
4662,20/05/2015,750
2442,07/11/2014,700
2252,15/06/2015,500
4551,30/10/2015,950
5126,09/07/2014,750
8607,15/12/2014,450
6125,29/04/2015,1650
1339,07/09/2015,1350
702,27/07/2015,600
62,28/07/2014,1400
4815,30/06/2015,1900
1145,24/06/2015,550
7236,28/09/2015,850
7664,02/10/2015,1850
2721,23/02/2015,650
6927,02/03/2015,1600
7129,14/07/2014,850
6644,14/07/2015,850
3426,25/02/2015,1250
3041,28/05/2015,550
9230,24/07/2015,1300
4767,24/09/2015,1650
6879,22/09/2015,550
9456,28/10/2014,950
5110,18/07/2014,700
6041,24/11/2014,1050
2585,28/05/2015,850
2138,09/03/2015,700
4830,20/04/2015,400
7371,13/04/2015,900
2089,12/05/2015,900
486,28/07/2015,1750
310,30/06/2015,4950
7991,17/12/2014,1400
4409,10/08/2015,850
2027,04/11/2014,800
156,19/10/2015,600
6743,17/11/2014,1850
4258,04/08/2015,800
9473,21/08/2015,800
4076,02/02/2015,1850
6668,25/08/2014,900
59,23/07/2015,1050
2145,20/02/2015,550
9375,06/07/2015,750
6803,18/11/2014,700
6924,05/05/2015,450
8719,28/08/2014,1200
6261,02/11/2015,4150
2583,11/05/2015,550
7796,20/02/2015,850
2510,07/04/2015,150
5536,26/08/2015,550
7805,18/07/2014,1250
7232,07/10/2015,1300
854,01/07/2014,1050
8575,04/11/2014,900
5449,22/12/2014,2250
9900,08/05/2015,400
8084,21/08/2014,550
9798,04/06/2015,1500
2639,19/09/2014,600
5682,01/07/2014,1500
4104,05/08/2014,2950
3756,27/10/2015,650
2552,20/07/2015,600
7648,06/10/2014,1250
7463,13/11/2014,2350
1026,23/03/2015,950
7100,28/01/2015,650
4255,02/06/2015,1400
1409,05/03/2015,1050
5568,07/07/2014,1300
5502,06/10/2015,250
5482,28/07/2014,1200
4895,20/05/2015,400
2549,08/10/2015,1750
8717,17/11/2014,850
4662,22/06/2015,750
2442,09/02/2015,700
2252,14/10/2015,850
8265,24/08/2015,400
5126,10/08/2015,700
8607,14/07/2014,500
6125,31/08/2015,1600
1339,07/04/2015,1350
702,25/07/2014,600
62,28/05/2015,1400
4815,30/10/2015,900
8026,17/07/2015,1400
7236,29/06/2015,850
7664,02/07/2015,1850
7402,25/08/2014,450
6927,02/09/2015,1550
7129,13/04/2015,800
597,05/02/2015,1550
3426,25/08/2015,1250
3041,29/09/2014,550
9230,25/05/2015,1350
4767,24/07/2015,1650
6879,22/06/2015,550
9456,25/09/2015,950
5110,20/04/2015,700
6041,22/07/2015,1050
2585,22/09/2015,900
2138,07/07/2014,700
4830,19/09/2014,400
7371,11/12/2014,900
2089,13/07/2015,900
486,28/04/2015,1750
310,26/08/2014,3200
7991,17/04/2015,1400
4409,08/04/2015,900
2027,04/06/2015,300
156,21/07/2014,600
6743,15/05/2015,1850
4258,02/07/2015,800
9473,22/12/2014,800
4076,29/10/2014,2650
6668,30/12/2014,850
59,24/11/2014,1050
2145,21/07/2014,550
9375,06/10/2014,750
6803,18/06/2015,700
2297,18/03/2015,1650
8719,29/09/2014,1200
6261,13/04/2015,5250
2583,12/10/2015,550
7796,22/06/2015,850
2510,06/08/2015,150
5536,30/09/2015,700
7805,20/04/2015,1200
7232,07/08/2015,1300
854,01/10/2014,1050
8575,06/07/2015,850
5449,21/10/2014,2300
9900,10/08/2015,400
8084,23/03/2015,550
9798,04/08/2015,1450
2639,19/06/2015,600
5682,02/02/2015,1500
4104,05/05/2015,2900
3756,25/08/2014,650
2552,20/08/2014,300
7648,07/04/2015,1100
7463,13/08/2014,2350
1026,23/06/2015,950
7100,30/12/2014,650
4255,04/08/2015,1350
1409,05/02/2015,1050
5568,08/12/2014,1300
5502,08/06/2015,250
5482,27/10/2015,1100
4895,20/02/2015,400
2549,10/08/2015,1750
8717,22/09/2014,850
4662,22/12/2014,750
2442,07/08/2015,700
5076,28/10/2015,5100
8265,23/07/2014,450
5126,09/03/2015,700
8607,14/04/2015,450
6125,29/09/2015,1600
1339,08/06/2015,1350
1110,28/01/2015,2600
62,28/08/2014,1400
4815,30/09/2015,950
8026,18/03/2015,1400
7236,28/01/2015,900
7664,02/04/2015,1850
7402,23/10/2014,450
6927,03/11/2014,1650
7129,15/06/2015,800
597,07/09/2015,1550
3426,30/12/2014,1250
3041,28/04/2015,550
9230,24/06/2015,1300
4767,24/12/2014,1700
6879,22/07/2014,550
9456,25/08/2014,950
5110,20/10/2014,700
6041,22/12/2014,1050
2585,25/08/2015,900
2138,07/04/2015,700
4830,21/07/2014,400
7371,11/06/2015,900
2089,13/10/2014,950
486,28/08/2015,1750
310,30/03/2015,4950
7991,18/03/2015,1400
4409,08/05/2015,900
2027,04/12/2014,800
156,19/09/2014,600
6743,15/06/2015,1850
4834,05/02/2015,700
9473,22/06/2015,800
4076,30/03/2015,3450
6668,25/11/2014,850
59,23/09/2014,1050
2145,22/06/2015,550
9375,05/11/2014,750
6803,18/07/2014,700
2297,18/12/2014,1150
8719,28/10/2015,1100
6261,13/07/2015,5250
2583,11/12/2014,550
7796,20/08/2014,850
2510,11/08/2014,600
5536,28/10/2015,550
7805,18/09/2014,1250
7232,09/03/2015,1300
854,02/01/2015,1050
8575,04/07/2014,50
5449,21/09/2015,2200
9900,08/07/2014,450
8084,22/09/2014,550
2483,28/08/2015,600
2639,19/01/2015,600
5682,03/11/2014,1500
4104,02/07/2015,2800
3756,24/11/2014,650
2552,22/09/2014,700
7648,07/07/2014,1200
7463,13/03/2015,2300
1026,23/07/2015,950
7100,29/06/2015,650
4255,02/01/2015,1400
1409,05/08/2015,1050
5568,07/09/2015,1300
5502,06/10/2014,250
5482,26/11/2014,1200
4895,20/07/2015,400
2549,08/10/2014,1800
8717,21/09/2015,850
4662,20/08/2015,750
2442,07/09/2015,700
5076,28/08/2015,5100
8265,23/04/2015,400
5126,11/08/2014,750
8607,16/03/2015,450
6125,30/06/2014,1750
2919,28/08/2015,1000
1110,28/07/2015,2600
62,28/10/2015,1300
4815,30/03/2015,1850
8026,17/06/2015,1400
7236,30/03/2015,1750
6734,29/10/2015,650
7402,23/09/2015,450
6927,02/07/2014,1650
7129,13/02/2015,800
597,05/11/2014,1550
3426,27/07/2015,1250
3041,28/08/2014,550
9230,25/08/2014,1350
4767,24/03/2015,1700
6879,22/10/2015,550
9456,25/07/2014,950
5110,18/05/2015,700
6041,23/03/2015,1050
2585,28/11/2014,850
2138,08/12/2014,700
4830,19/01/2015,400
7371,13/10/2014,900
2089,14/07/2014,950
486,30/12/2014,1750
310,30/10/2014,4100
7991,17/11/2014,1400
4409,08/06/2015,900
2027,06/07/2015,300
156,19/08/2014,600
6743,15/04/2015,1850
4834,05/10/2015,700
9473,21/01/2015,800
4076,30/12/2014,3450
6668,25/09/2015,850
1962,03/02/2015,1300
2145,22/09/2014,550
7579,07/11/2014,1150
6803,18/05/2015,700
2297,18/09/2014,1250
8719,28/11/2014,1200
917,20/11/2014,1500
2583,11/02/2015,550
7796,20/05/2015,850
2510,06/03/2015,150
5536,27/05/2015,550
7805,18/03/2015,1200
7232,07/04/2015,1300
854,02/03/2015,1050
1327,23/12/2014,850
5449,23/03/2015,2250
9900,08/08/2014,450
8084,22/12/2014,550
2483,28/11/2014,600
2639,19/02/2015,600
5682,01/10/2014,1500
4104,03/11/2014,2950
3756,24/12/2014,650
2552,20/10/2014,600
7648,06/08/2015,1100
5596,27/08/2014,1400
1026,23/12/2014,950
7100,28/10/2015,650
4255,01/09/2015,1350
1409,05/01/2015,1050
5568,06/07/2015,1300
5502,06/01/2015,250
5482,28/09/2015,1100
4895,22/06/2015,400
2549,09/03/2015,1800
8088,16/02/2015,450
4662,20/11/2014,750
2442,07/10/2015,700
5076,30/03/2015,10150
8265,23/01/2015,400
5126,09/10/2015,650
8607,14/11/2014,450
6125,29/06/2015,1600
2919,28/09/2015,950
1110,28/10/2015,2600
62,28/08/2015,1350
4815,30/12/2014,1850
8026,18/05/2015,1400
7236,28/10/2014,900
6734,26/02/2015,500
7402,23/02/2015,450
6927,02/11/2015,1500
7129,15/09/2014,850
597,06/07/2015,1550
3426,26/01/2015,1250
3041,28/07/2014,550
9230,24/10/2014,1350
4767,24/07/2014,1750
6879,23/02/2015,550
9456,25/03/2015,950
5110,20/07/2015,650
6041,22/06/2015,1050
2585,20/10/2015,900
2138,09/02/2015,700
4830,19/08/2014,400
7371,11/09/2015,900
2089,12/10/2015,850
2470,12/10/2015,450
310,26/02/2015,3200
7991,17/10/2014,1400
4409,08/09/2015,850
2027,04/07/2014,800
156,19/06/2015,600
9217,20/04/2015,650
4834,07/07/2014,700
9473,21/04/2015,800
4076,29/06/2015,2650
6668,28/10/2014,850
1962,03/09/2014,1300
859,12/12/2014,1400
7579,24/07/2015,1100
6803,19/10/2015,700
2297,20/10/2014,1250
8719,28/01/2015,1150
917,20/10/2014,1500
2583,11/08/2015,550
9389,12/12/2014,850
2510,06/07/2015,150
5536,25/03/2015,550
7805,18/05/2015,1200
7232,08/06/2015,1300
854,01/08/2014,1050
1327,23/10/2014,850
5449,21/01/2015,2250
9900,08/10/2014,450
8084,21/01/2015,550
2483,28/01/2015,600
2639,19/10/2015,600
5682,01/04/2015,1500
4104,02/09/2014,2950
3756,24/03/2015,650
2552,20/02/2015,600
7648,08/06/2015,1100
5596,30/07/2015,1550
1026,23/10/2015,950
7100,29/09/2014,650
4255,01/12/2014,1450
1409,07/04/2015,1050
5568,06/10/2015,1300
5502,06/11/2014,250
5482,28/10/2014,1200
4895,20/08/2015,400
2549,08/08/2014,1800
8088,15/01/2015,450
4662,22/09/2014,750
6084,03/10/2014,1250
5076,28/04/2015,5100
8265,23/12/2014,400
5126,09/04/2015,700
8607,14/01/2015,450
6125,30/12/2014,3300
2919,29/06/2015,1000
1110,28/07/2014,2600
5505,29/08/2014,700
4815,30/01/2015,950
8026,18/08/2014,1400
7236,30/06/2014,900
6734,24/09/2015,500
7402,23/09/2014,450
6927,02/01/2015,1600
7129,13/10/2014,850
597,05/03/2015,1550
5575,09/03/2015,200
3041,28/09/2015,550
9230,24/02/2015,1350
2995,25/05/2015,550
6879,24/08/2015,550
9456,27/04/2015,950
5110,18/03/2015,700
6041,22/10/2015,1050
2585,29/09/2014,850
2138,07/05/2015,700
4830,19/06/2015,400
7371,12/10/2015,850
2089,12/03/2015,900
2470,10/08/2015,450
310,30/01/2015,4100
7991,17/07/2015,1350
4409,09/02/2015,900
2027,04/09/2014,800
156,19/08/2015,600
9217,19/03/2015,650
4834,07/04/2015,700
9473,30/09/2015,1550
4076,03/11/2014,1850
6668,25/03/2015,850
1962,03/06/2015,1300
859,14/07/2014,1400
7579,24/03/2015,1150
6803,18/09/2014,700
2297,18/05/2015,1650
8719,28/05/2015,1150
917,20/02/2015,1450
2583,11/07/2014,550
9389,12/06/2015,850
2510,10/11/2014,600
5536,28/01/2015,550
7805,18/02/2015,1200
7232,07/09/2015,1300
854,02/06/2015,1050
1327,23/07/2014,850
5449,21/08/2015,2200
9900,08/01/2015,400
8084,23/02/2015,550
2483,28/10/2015,600
2639,19/12/2014,600
5682,02/11/2015,1450
4104,02/11/2015,2750
3756,24/08/2015,650
7116,02/02/2015,650
7648,06/10/2015,1100
5596,27/02/2015,1350
1026,23/04/2015,950
8608,03/09/2015,500
4255,01/08/2014,1450
1849,15/09/2015,500
5568,06/03/2015,1300
5502,06/07/2015,250
5482,30/12/2014,1200
4895,22/09/2014,400
2549,09/02/2015,1800
8088,15/09/2014,450
4662,20/07/2015,750
6084,03/11/2014,1250
5076,30/12/2014,5100
8265,23/10/2015,400
5126,09/09/2015,700
8607,14/10/2014,450
6125,29/10/2015,1600
2919,28/07/2014,1000
1110,28/05/2015,2600
5505,29/09/2015,700
4815,30/10/2014,950
8026,19/10/2015,1400
7236,28/05/2015,850
6734,30/04/2015,650
7402,23/01/2015,450
6927,05/08/2014,1650
7129,13/03/2015,800
597,05/08/2015,1550
5575,08/07/2014,200
3041,28/08/2015,550
9230,24/09/2015,1300
2995,26/01/2015,550
6879,22/10/2014,550
9456,25/08/2015,950
5110,19/01/2015,700
6041,22/04/2015,1050
2585,28/07/2015,900
2138,07/10/2015,700
4830,19/05/2015,400
7371,11/11/2014,900
2089,13/04/2015,900
2470,10/04/2015,450
310,26/05/2015,3200
7991,17/09/2015,1350
4409,08/09/2014,900
2027,07/04/2015,800
156,19/03/2015,600
9217,19/09/2014,650
4834,05/06/2015,700
9473,21/10/2014,800
4076,29/08/2014,2650
6668,27/10/2015,850
1962,05/05/2015,1300
859,14/09/2015,1400
7579,07/08/2014,1150
6803,19/01/2015,700
2297,18/06/2015,1600
8719,30/03/2015,2300
917,20/04/2015,1450
2583,11/09/2014,550
9389,12/10/2015,800
2510,06/05/2015,150
5536,24/06/2015,550
7805,20/07/2015,1150
7232,07/10/2014,1350
8300,24/07/2014,500
1327,23/09/2014,850
5449,21/07/2014,2300
9900,08/10/2015,400
8084,21/10/2014,550
2483,28/10/2014,600
2639,19/11/2014,600
5682,04/08/2015,1500
4104,02/03/2015,2900
3756,24/09/2015,650
7116,02/03/2015,650
7648,07/09/2015,1100
5596,30/06/2014,250
1026,23/01/2015,950
8608,03/12/2014,500
4255,02/11/2015,1350
1849,15/12/2014,500
5568,06/08/2014,1300
5502,08/09/2014,250
5482,27/04/2015,1200
4895,20/04/2015,400
2549,08/06/2015,1800
8088,15/06/2015,450
6543,15/09/2014,550
6084,04/08/2015,1200
5076,28/10/2014,5100
8265,23/06/2015,400
5126,09/12/2014,700
8607,14/08/2014,500
6125,29/05/2015,1650
2919,28/04/2015,100
1110,29/06/2015,2600
5505,29/10/2015,700
4815,30/04/2015,950
8026,17/02/2015,1400
7236,29/09/2014,900
6734,28/05/2015,500
7402,23/03/2015,450
6927,02/10/2015,1550
7129,13/11/2014,850
597,05/06/2015,1550
5575,08/01/2015,200
7196,08/10/2014,350
9230,24/12/2014,1350
2995,25/09/2014,550
6879,22/07/2015,550
9456,25/02/2015,950
5110,18/09/2015,650
6041,22/07/2014,1100
2585,28/01/2015,850
2138,08/06/2015,700
4830,19/11/2014,400
7371,11/08/2015,900
2089,12/11/2014,950
2470,10/06/2015,450
310,30/10/2015,4050
7991,18/05/2015,1400
4409,08/12/2014,900
2027,04/02/2015,800
1388,09/10/2014,1450
9217,19/12/2014,650
4834,05/11/2014,700
9473,23/02/2015,800
4076,29/09/2015,2650
6668,25/07/2014,900
1962,03/12/2014,1300
859,12/08/2015,1400
7579,07/01/2015,1150
6803,20/10/2014,700
2297,18/02/2015,1150
8719,28/10/2014,1200
917,20/08/2015,1350
2583,11/06/2015,550
9389,14/09/2015,850
2510,12/01/2015,600
5536,25/02/2015,550
7805,19/10/2015,1150
7232,07/05/2015,1300
8300,27/10/2015,500
1327,23/01/2015,850
5449,21/10/2015,2200
9900,09/03/2015,400
8084,21/08/2015,550
2483,28/07/2014,600
2639,21/07/2014,600
5682,01/08/2014,1500
4104,02/10/2015,2800
3756,26/01/2015,650
7116,01/07/2014,650
7648,08/12/2014,1200
5596,31/08/2015,1550
9991,10/10/2014,1050
8608,03/02/2015,500
4255,01/07/2014,1450
1849,15/04/2015,500
5568,06/05/2015,1300
5502,06/03/2015,250
5482,26/03/2015,1200
4895,20/11/2014,400
2549,08/05/2015,1800
8088,15/07/2014,450
6543,17/11/2014,550
6084,05/05/2015,1200
5076,29/06/2015,5100
8265,23/09/2015,400
5126,11/05/2015,700
8607,15/09/2014,500
6125,29/07/2014,1750
2919,28/10/2014,1000
1110,02/11/2015,1400
5505,29/09/2014,700
4815,31/08/2015,950
8026,17/09/2014,1400
7236,28/07/2015,850
6734,29/01/2015,650
7402,23/07/2014,450
6927,04/08/2015,1550
7129,15/12/2014,800
597,05/12/2014,1550
5575,08/12/2014,200
7196,08/01/2015,350
9230,26/01/2015,1350
2995,27/04/2015,550
6879,22/01/2015,550
9456,27/07/2015,950
5110,18/06/2015,650
6041,23/02/2015,1050
9976,18/09/2015,950
2138,07/07/2015,700
4830,19/02/2015,400
7371,11/02/2015,900
2089,14/09/2015,900
2470,10/03/2015,450
310,30/09/2015,4050
7991,17/07/2014,1400
4409,08/10/2014,900
2027,06/10/2014,800
1388,10/08/2015,1400
9217,19/05/2015,650
4834,06/07/2015,700
9473,21/07/2015,800
4076,30/06/2014,850
6668,27/04/2015,850
1962,03/07/2014,1300
859,13/07/2015,1400
7579,24/09/2015,1100
6803,18/08/2015,700
2297,19/01/2015,1150
8719,30/12/2014,1150
917,22/09/2014,1500
2583,13/04/2015,550
9389,12/08/2014,900
2510,10/07/2014,600
5536,24/09/2014,550
7805,18/08/2015,1150
7232,07/01/2015,1300
8300,25/05/2015,500
1327,25/05/2015,200
5449,21/05/2015,2250
9900,08/09/2015,400
8084,22/06/2015,550
2483,30/06/2014,600
2639,19/05/2015,600
9164,30/03/2015,1800
4104,02/02/2015,2900
3756,24/04/2015,650
7116,04/08/2015,650
7648,06/05/2015,1100
5596,30/03/2015,1750
9991,12/10/2015,1050
8608,05/05/2015,500
4255,01/10/2015,1350
1849,15/01/2015,500
5568,06/01/2015,1300
5502,07/04/2015,250
5482,26/08/2015,1100
4895,20/10/2015,400
2549,10/11/2014,1800
8088,15/04/2015,450
6543,16/03/2015,550
6084,03/07/2014,1250
5076,28/07/2015,5100
8265,23/10/2014,400
5126,09/10/2014,750
6616,16/12/2014,450
6125,29/08/2014,1750
2919,29/09/2014,1000
1110,28/11/2014,2600
5505,29/10/2014,700
7037,11/09/2015,1000
8026,17/04/2015,1400
7236,28/07/2014,900
6734,25/06/2015,500
7402,23/04/2015,450
6927,02/12/2014,1650
7129,13/01/2015,800
597,05/08/2014,1550
5575,08/09/2014,200
7196,08/10/2015,350
9230,24/09/2014,1350
2995,25/09/2015,550
6879,24/11/2014,550
9456,25/09/2014,950
5110,18/11/2014,700
6041,24/08/2015,1050
9976,18/02/2015,950
2138,07/08/2015,700
4830,19/12/2014,400
7371,12/01/2015,900
2089,12/08/2014,950
2470,10/07/2015,450
310,30/07/2015,4050
7991,17/08/2015,1350
4409,08/10/2015,850
820,17/02/2015,1000
1388,09/07/2015,1400
9217,19/10/2015,650
4834,05/05/2015,700
9473,23/03/2015,800
4076,29/09/2014,2650
6668,25/09/2014,900
1962,03/07/2015,1300
859,12/10/2015,1350
7579,27/10/2015,1050
6265,21/08/2014,400
2297,18/08/2015,1600
8719,28/04/2015,1150
917,20/03/2015,1450
2583,13/10/2014,550
9389,12/09/2014,900
2061,21/05/2015,500
5536,29/04/2015,700
7805,18/06/2015,1150
7564,19/10/2015,600
8300,24/10/2014,500
1327,23/03/2015,850
5449,23/02/2015,2250
9900,09/02/2015,400
8084,21/10/2015,550
2483,28/08/2014,600
2639,20/07/2015,600
9164,28/08/2014,950
4104,02/06/2015,2900
3756,24/07/2014,650
7116,01/10/2014,650
7648,06/08/2014,1250
5596,30/12/2014,1750
9991,10/04/2015,1050
8608,03/09/2014,500
4255,05/05/2015,1400
1849,15/08/2014,500
5568,06/08/2015,1300
5502,06/02/2015,250
7188,09/03/2015,850
6146,28/10/2014,250
2549,08/09/2014,1800
8088,15/10/2015,400
6543,15/09/2015,550
6084,03/09/2015,1200
5076,28/11/2014,5100
8265,23/07/2015,400
5126,10/11/2014,750
6616,16/10/2015,450
6125,29/10/2014,1750
2919,28/05/2015,1950
1110,30/03/2015,3750
5505,29/07/2014,700
7037,11/02/2015,1050
8026,17/12/2014,1400
6867,20/10/2014,1550
6734,31/07/2014,650
7402,23/10/2015,450
3577,12/06/2015,1250
7129,13/07/2015,800
597,07/04/2015,1550
5575,08/08/2014,200
7196,08/04/2015,350
9230,27/10/2015,1300
2995,25/07/2014,550
6879,22/04/2015,550
9456,25/11/2014,950
9583,13/01/2015,1000
7693,17/04/2015,650
9976,20/07/2015,950
2138,08/09/2014,700
4830,20/07/2015,400
7371,11/09/2014,900
2089,12/12/2014,900
2470,10/09/2015,450
4281,29/10/2014,550
7991,17/09/2014,1400
9028,02/02/2015,700
820,19/01/2015,1000
1388,09/12/2014,1450
9217,19/01/2015,650
4834,05/03/2015,700
1867,12/05/2015,650
6830,07/10/2014,800
2267,30/06/2015,1050
1962,03/09/2015,1300
859,12/05/2015,1450
7579,08/12/2014,1150
6265,22/12/2014,400
2297,20/07/2015,1600
8719,28/07/2015,1150
917,22/06/2015,1350
2583,12/01/2015,550
9389,12/08/2015,850
2061,22/10/2015,500
5536,29/07/2015,700
1864,26/01/2015,650
7564,17/08/2015,600
8300,24/02/2015,500
1327,23/07/2015,200
5449,21/07/2015,2200
9900,08/12/2014,400
8084,21/07/2014,550
2483,30/12/2014,600
9430,07/07/2015,900
9164,29/09/2014,950
4104,02/04/2015,2900
3756,25/05/2015,650
7116,02/01/2015,650
7648,08/09/2014,1250
5596,30/04/2015,1550
9991,10/06/2015,1050
8608,03/07/2014,500
4255,02/03/2015,1400
1849,15/05/2015,500
5568,06/11/2014,1300
5502,06/08/2014,250
7188,07/11/2014,850
6146,28/10/2015,250
2549,08/07/2014,1800
8088,16/03/2015,450
6543,15/08/2014,550
6084,03/03/2015,1200
5076,28/01/2015,5100
8265,24/11/2014,400
5126,09/07/2015,700
6616,16/01/2015,450
6125,30/03/2015,3300
2919,29/10/2015,1050
1110,30/12/2014,2600
5505,31/08/2015,700
7037,12/10/2015,1000
8026,17/11/2014,1400
6867,19/03/2015,1550
6734,27/11/2014,500
7402,24/08/2015,450
3577,12/12/2014,1250
7129,13/08/2015,800
597,05/09/2014,1550
5575,08/05/2015,200
7196,08/07/2014,350
9230,24/03/2015,1350
2995,27/07/2015,550
5827,06/07/2015,2000
9456,25/06/2015,950
9583,15/12/2014,1000
7693,17/09/2014,650
9976,18/11/2014,950
2138,07/01/2015,700
4880,08/09/2014,500
7371,11/05/2015,900
2089,12/08/2015,900
2470,10/12/2014,450
4281,29/07/2015,550
7991,17/02/2015,1400
9028,02/04/2015,700
820,18/03/2015,1000
1388,11/05/2015,1450
9217,20/07/2015,650
4834,05/08/2015,700
1867,12/12/2014,650
6830,07/01/2015,750
2267,30/07/2015,550
1962,03/10/2014,1300
859,12/11/2014,1400
7579,08/09/2014,1150
6265,21/01/2015,400
2297,18/08/2014,1700
8719,29/06/2015,1150
917,20/05/2015,1350
2583,11/11/2014,550
9389,14/07/2014,900
2061,25/09/2014,500
5536,31/12/2014,700
1864,24/02/2015,650
7564,17/09/2015,600
8300,24/07/2015,500
1327,24/08/2015,200
5449,22/06/2015,2200
9900,08/04/2015,400
8084,21/09/2015,550
2483,28/05/2015,600
9430,09/03/2015,950
9164,28/07/2014,950
4104,02/12/2014,2950
3756,24/09/2014,650
7116,01/04/2015,650
7648,06/11/2014,1250
5596,30/07/2014,1600
9991,10/08/2015,1050
8608,03/07/2015,500
4255,01/09/2014,1450
1849,15/07/2014,500
5568,08/06/2015,1300
7284,07/08/2015,1150
7188,07/07/2014,800
6146,28/04/2015,250
2549,08/04/2015,1800
8088,15/08/2014,450
6543,15/04/2015,550
6084,05/08/2014,1250
5076,28/05/2015,5100
8265,25/08/2014,450
5126,09/09/2014,750
6616,17/11/2014,450
2206,25/08/2014,400
2919,28/08/2014,1000
1110,28/10/2014,2600
5505,29/01/2015,700
7037,11/06/2015,1000
8026,19/01/2015,1400
6867,19/12/2014,1550
6734,30/10/2014,650
7402,23/12/2014,450
3577,14/09/2015,1250
7129,13/05/2015,800
597,05/10/2015,1550
5575,10/08/2015,200
7196,10/11/2014,350
9230,24/07/2014,1350
2995,25/03/2015,550
5827,05/01/2015,2050
9456,26/01/2015,950
9583,13/08/2015,950
7693,17/07/2014,650
9976,18/05/2015,950
276,31/03/2015,1400
4880,09/03/2015,500
7371,13/07/2015,900
5198,05/09/2014,950
2470,11/08/2014,450
4281,29/01/2015,550
7991,18/08/2014,1400
9028,02/10/2015,700
820,17/07/2015,1000
1388,09/09/2015,1400
9217,19/08/2014,650
4834,05/01/2015,700
1867,12/02/2015,650
6830,08/09/2014,800
2267,30/12/2014,1050
1962,05/08/2014,1300
859,12/01/2015,1400
7579,24/08/2015,1100
6265,21/07/2015,400
2297,18/11/2014,1250
8719,30/06/2014,1200
917,21/07/2014,1500
2583,11/08/2014,550
9389,12/05/2015,850
2061,30/07/2015,750
5536,26/11/2014,550
1864,24/12/2014,650
7564,19/01/2015,600
8300,25/08/2014,500
1327,23/02/2015,850
5449,22/09/2014,2300
9900,10/11/2014,450
334,29/08/2014,650
2483,29/06/2015,600
9430,07/04/2015,950
9164,29/06/2015,900
4104,02/10/2014,2950
3756,24/10/2014,650
7116,02/06/2015,650
7648,06/07/2015,1100
5596,30/09/2015,1550
9991,10/07/2014,1050
8608,03/11/2014,500
8997,01/07/2014,1000
1849,17/11/2014,500
5568,06/02/2015,1300
7284,07/04/2015,1150
7188,08/06/2015,850
6146,28/08/2015,250
2549,08/09/2015,1750
8088,17/11/2014,450
6543,15/05/2015,550
6084,03/07/2015,1200
5076,28/08/2014,5100
8265,25/05/2015,400
5126,09/01/2015,700
6616,16/02/2015,450
2206,24/07/2015,400
2919,28/07/2015,1000
1110,29/09/2014,2600
5505,29/04/2015,700
7037,11/08/2014,1050
8026,17/09/2015,1400
6867,21/09/2015,1500
6734,30/07/2015,650
7402,25/05/2015,450
3577,12/10/2015,1250
7129,13/10/2015,800
597,05/05/2015,1550
5575,08/07/2015,200
7196,10/08/2015,350
9230,24/11/2014,1350
2995,27/10/2015,550
