CUST_NO,BALANCE
4084,23500
2139,4500
4321,3000
6407,1500
9041,54000
6647,1500
5783,3000
2063,7500
61,47000
9313,1000
1421,3500
3007,3000
6904,1500
9056,13000
4869,6500
8146,2000
5542,7000
3607,6500
522,500
3762,500
7281,500
4758,500
717,1000
5895,500
9944,7500
7198,4000
8918,60500
5886,15500
7384,1000
7858,66000
4832,4500
2285,1500
536,2500
7342,7500
5545,3500
8389,500
9695,9000
9240,6500
1956,5000
7396,69000
2254,4500
6790,3000
9860,1000
5707,4000
2248,9500
1082,53000
5537,9500
7685,20000
6958,7000
3115,18000
5182,500
9268,1500
7859,12000
3118,16000
7589,1500
3362,9000
3992,2500
1743,10000
2551,1000
269,1000
5570,42500
3375,10000
4864,3500
3535,500
6030,6500
4079,11000
9574,1000
4913,7500
5251,500
4159,15000
9327,500
6774,8500
7847,1500
1482,16000
8752,4500
8363,500
1107,15000
684,32500
1430,10000
6198,4000
1732,61000
3584,1500
1244,500
422,10000
4568,1000
9892,3500
8592,20000
2372,3000
8967,3000
2763,2000
6950,29500
9840,4500
9199,7000
9082,9000
738,500
1697,1500
8625,500
5445,5500
6592,52000
3617,5500
9897,500
9185,4000
676,500
710,4000
358,1500
6453,7500
2501,500
2001,5000
7260,6000
9659,500
1881,1500
9379,8000
8932,1500
2122,1000
8268,21500
6549,12500
9295,4500
6746,12000
5341,6000
7067,1500
7533,1500
5767,1000
1369,6500
2843,3500
8770,4500
5297,20500
4502,10500
1905,1000
6072,26000
418,4000
2588,1500
1552,500
2956,1000
7002,3500
153,2500
3376,28000
8232,3500
2431,1000
8071,500
1761,10000
8805,5500
7122,1000
4305,18000
8235,6000
9627,3000
1866,5500
1707,49500
8593,2500
3021,500
1492,37000
5513,6000
8515,8000
5334,36000
290,43500
3175,500
6255,1000
8683,7000
5349,1500
8886,1500
3152,1000
6303,500
8852,9000
5343,2500
2255,1500
983,500
973,7500
5657,20500
8528,10000
3292,1000
2392,1500
6576,1000
1944,500
768,1000
7989,51000
4264,51500
5951,500
2711,2500
497,3500
3986,4000
3864,4500
1764,44500
2142,15500
811,2000
7401,2500
9191,1000
3592,33000
8637,2000
2827,38500
4413,17000
5787,10000
4507,9000
7769,4500
8460,1000
9095,1000
8150,7500
993,17500
7877,3000
2793,50500
9688,2000
3723,500
4003,1500
1228,500
3865,2000
9788,5500
6760,1500
5092,2500
7829,2000
9830,5000
7752,500
8452,500
729,3000
3580,8500
4938,1000
8234,1000
6636,1000
4326,5500
4522,1000
7450,10000
8729,2000
4236,500
8971,5500
4616,3500
1184,500
2485,1500
1509,114500
7617,2500
7886,4000
4956,1500
1599,4500
1127,5000
1772,11000
6091,2000
1847,1500
5462,3500
1462,6000
6298,7500
6505,4000
7296,4500
388,22500
7434,9500
1518,28500
1949,3000
9862,14500
3338,500
6929,1000
118,7000
6845,1000
7261,500
7499,1000
3750,1500
1359,13500
5965,10000
7919,2500
5497,5000
2137,3000
5496,2000
9465,4500
6697,2500
8591,1000
9905,500
8072,1000
4219,1000
366,23000
629,9500
5356,3000
5876,500
4332,1000
1205,4000
8723,1000
9658,4500
4807,16500
324,1000
8921,4000
1822,500
3722,3000
9617,500
7058,2000
1758,3500
4442,1500
7283,5500
5086,20000
5237,80000
9929,500
9006,4500
4298,43500
2967,2500
1649,4500
2904,500
3612,5500
3709,1500
4263,78500
4098,1000
5523,5500
69,5500
4239,1500
6858,10000
8421,1500
1702,4500
9977,500
4853,7000
7513,500
1334,500
420,3000
1688,1500
7500,50000
4429,2500
9634,10000
348,7500
795,10000
5036,4500
2625,1000
3029,64000
5392,500
1559,5000
5481,19000
5289,5000
2888,4000
6675,4000
5859,2500
1311,2500
5766,5000
8239,148500
6101,1000
5578,5000
4078,15000
7468,10500
5344,21000
6061,2500
4114,1000
890,1500
5047,1000
9501,5500
2980,2000
2844,2000
6824,3000
4013,3500
7864,1500
9669,7000
7299,41000
9306,3500
4900,5500
2292,7000
3203,3000
5192,13500
9243,2500
9923,4500
2524,4000
699,5000
6033,1000
6435,1500
5506,6000
6759,8000
8598,8000
9068,1000
4317,123500
5960,2500
3582,2500
8113,500
1725,11000
1968,500
804,1500
537,10000
8412,2500
5560,3000
7966,500
3350,7000
8756,1000
7844,4500
279,28000
4730,7500
2414,500
7337,4000
5483,2000
936,10000
6133,8000
4729,62500
6115,4000
4706,2500
2695,6000
4976,500
5041,68500
6151,1500
618,2000
2295,3500
1406,10000
1172,1000
2668,3500
7594,1000
4420,2000
8900,2000
932,9000
228,500
2150,5000
8915,2000
8282,1500
2686,1500
4964,58500
3484,3000
4374,10000
9937,500
3028,500
2532,1500
5429,2500
9579,65000
2760,1500
4814,7000
5090,1000
3065,2000
9202,1500
662,2000
7088,500
3285,5500
9512,1000
941,18000
3405,26000
8759,3000
6568,500
7637,3500
1567,4500
6630,8000
2550,10000
94,7500
5471,500
371,17000
4206,1500
919,500
8628,500
9629,1000
4867,71500
2636,1500
1779,3500
1257,1500
8197,1500
9052,500
3689,2000
8059,2000
224,2500
3545,1500
2725,3500
3704,500
8411,5500
3386,11500
1546,500
7687,2500
6248,3000
4679,6000
5832,2500
6482,500
5417,1500
1095,3000
5107,10500
312,10000
4501,3000
1941,2000
5143,8000
3666,10000
3054,11000
4093,34000
5404,500
3196,500
7060,8500
2719,8000
9990,3500
5819,5500
7355,8000
3167,32500
4086,6000
9485,12500
2803,3000
4444,500
529,11500
9938,21000
7629,4500
9200,3500
2963,1000
4212,5000
672,9500
9731,500
1835,2500
7933,2500
7726,5500
2880,500
6735,17000
5843,68500
565,500
2280,1000
6238,2500
6584,184500
6629,500
7177,500
2376,4500
2423,3500
8829,1000
5359,5000
4073,14000
3930,11000
7477,500
3247,3000
628,8500
1216,1000
4348,1500
6672,6000
9096,3500
4778,4000
6362,5500
1548,4000
6761,14000
7826,5000
5444,1000
9139,500
3106,4500
7317,3000
7141,500
4092,1000
1453,1500
7004,2000
4952,17500
2822,7000
4549,1500
8923,6000
6933,5500
3220,1000
9160,1500
7239,1500
657,5000
6483,1500
4218,500
294,1500
9935,10500
9350,10000
9232,1000
7531,73000
3503,1000
6660,3000
2123,3000
6591,5500
5829,3000
8281,2000
2258,500
2818,9000
9886,500
1481,17500
12,2000
5689,5000
7715,2500
6717,5500
8638,500
1,500
3035,3000
5559,500
7717,1000
5278,1500
4161,9500
3111,5000
3174,3000
6613,7500
7546,5500
9539,1500
7475,2500
7701,9500
5008,4000
7270,1000
4993,500
7300,1500
3294,14000
4873,8000
2155,500
3178,1500
9137,5000
6431,1500
7274,1000
7853,500
4318,1000
6516,30500
2970,4000
9775,1500
507,500
4250,62000
3455,37500
1021,4000
5809,5000
3823,6500
5952,1000
8951,8000
8787,500
7817,1000
778,9500
7029,2000
7181,14000
3097,16000
2298,10500
2608,6500
1115,2500
7523,2500
3867,6500
8130,2500
1165,3000
4408,18000
1669,500
7960,55500
5190,39000
3253,500
9624,6000
1013,1000
1485,6500
3409,1000
4600,93500
205,10000
1167,4500
2677,8000
1306,1500
6571,10000
1294,6500
5708,5500
3600,9500
2439,4000
4941,500
5193,11500
9231,1500
8123,1000
1601,1500
1623,1500
32,9500
6708,1000
9349,500
5828,500
2916,1500
4801,9000
2208,500
4390,8000
5200,3500
6614,1500
4292,11500
3020,1500
1163,18500
5123,11500
3397,19000
3096,2500
2037,2000
8096,500
6272,2500
5925,1500
1281,13000
346,8500
6334,6000
9557,500
7104,2000
1201,500
31,1000
9267,7000
2271,2000
5717,10000
957,500
4857,500
7478,804500
3575,4500
6807,7000
7021,500
2687,8000
8812,500
7968,12000
4283,25500
6002,500
6503,1000
6898,500
1644,1000
265,1000
1875,3500
5892,24000
7742,2000
6504,43000
6834,2500
8462,7000
8715,1000
4381,7500
1458,5500
620,3500
5346,4000
8885,3500
1014,1500
3940,500
394,4000
3629,500
5782,2500
36,7000
1135,10000
5805,4000
1179,2500
3713,40000
1083,2000
640,14000
4434,1500
578,500
8383,2500
130,12000
8166,2500
7823,500
8065,4000
361,1000
144,500
2465,4000
2374,2000
3909,3000
6005,9500
843,1000
824,29500
1786,3500
4477,5000
1467,12500
875,8000
2453,500
2080,500
1684,500
4367,5500
8227,4500
5601,9000
421,2000
8361,1000
9039,1000
7895,1500
3432,8500
3348,4000
1291,4500
9182,6500
9378,6000
8553,25000
458,8000
6478,9000
2806,1500
5867,10000
5593,500
5228,15000
9588,1000
8126,7000
3210,500
9401,3000
6797,1500
412,21000
7964,3500
4077,3000
5184,5000
7386,2000
4713,14000
9121,3000
6650,29000
2043,500
6306,6000
6914,33000
97,8000
9360,48000
1151,1500
2067,18000
5597,500
7576,3500
3296,1000
3406,9000
8250,500
4898,500
9252,11500
9367,2500
8109,1000
9690,18500
5762,8500
686,10000
9945,2500
1178,8500
1181,3000
4249,16500
2918,1500
8984,7500
4591,1000
5552,1000
4020,11000
3303,12000
8475,1000
2644,1000
1368,9000
5605,16000
5295,5000
9591,500
6227,8500
624,9500
2430,6500
7344,500
3700,13000
2792,1000
4015,2500
1056,500
1568,6500
8342,1000
3005,500
682,4500
7529,1000
7372,4000
3323,1500
7698,500
1439,2500
4742,7000
8785,5000
9653,8000
8877,13500
229,5000
4660,3000
83,4000
5201,1500
4540,6500
4089,500
5032,2500
5711,8500
3388,6500
1234,500
6752,1500
8237,1500
5640,2500
4839,1000
7861,7000
2144,1000
1031,20500
5450,2500
6304,3000
8450,2500
2382,1500
9321,13500
285,9000
4053,4500
5765,31000
9285,500
1480,101500
8199,15500
8103,41000
8145,1000
2799,2000
4948,3000
5546,5500
1872,500
659,1500
4023,4000
9619,6000
7851,34000
3863,8000
6217,3000
7842,10000
9138,2500
3771,166000
9732,500
2004,3500
7542,4500
2645,1500
3013,7000
5171,17000
3937,500
4372,8000
9751,13000
9668,1000
2528,500
2128,18500
7914,5500
761,23500
1775,7000
1038,2000
7165,12000
8347,500
2605,500
3242,1500
5695,5500
2287,6000
1295,500
1346,8500
7615,1000
6621,6500
9700,15500
2104,5000
5616,3500
1101,5500
8937,500
432,2000
5740,1500
754,3500
9368,27000
3440,5500
2154,5000
7485,8000
2023,1000
7083,12000
8913,19000
5841,9500
6844,1000
5518,3500
8384,11000
7657,500
6603,2500
8493,500
7779,7500
9703,3500
5774,5500
9221,2000
6973,2000
53,6500
8453,27500
2820,5000
9247,2000
9776,3000
1813,500
7405,500
3016,1500
7598,1000
833,7500
2587,500
9998,126000
6386,11500
3816,12500
4833,21500
5672,40000
1062,7500
1527,8000
3150,2000
6449,2000
3124,7500
5358,3500
8265,10000
3934,2000
7590,3000
295,4500
8069,5500
3507,7000
8378,1000
9110,7500
9663,3000
8285,3500
5614,39000
4421,4500
9348,2500
1513,2000
164,6000
574,8500
6996,5000
5170,500
9091,37500
5094,1500
5222,1000
4781,500
3233,2500
311,4500
3219,1000
1515,500
9730,4500
5230,4000
8427,17500
542,8500
454,2000
33,5500
9397,10000
963,3000
9612,500
8864,6500
9119,500
6160,46000
4294,1500
9293,1000
7607,1500
221,12500
8091,2500
6676,1000
8382,24500
2973,11000
5387,35000
4799,500
2772,3000
2862,7500
2113,3000
1024,1500
6056,25500
3156,500
6680,5500
637,2500
837,500
8613,4500
5846,29500
416,500
5954,1500
9,152000
4187,9000
3920,1500
695,1000
2408,152500
4527,2000
5059,2500
1652,2000
8845,6500
8164,2500
5519,1500
3216,7500
3980,230500
3239,3000
2839,3000
3008,7500
4756,3500
6153,10000
4461,2500
4775,5500
5618,1500
9511,500
5950,2500
7807,8000
3875,3500
2732,1500
8491,5500
1040,8000
1157,1500
4661,13000
4070,13500
3727,1000
5082,10000
7494,1500
3846,7500
5361,1500
4476,7500
1964,1500
6835,1000
4914,10000
8777,4500
817,3000
5418,3500
4064,7000
1141,47000
5665,500
6821,49000
8085,2500
30,3000
4884,25500
5121,500
4215,500
6501,13500
8185,24500
1158,500
4802,9500
8133,4500
2650,4500
1816,16000
3789,19000
5489,4000
2945,23500
9042,1500
3226,5000
2467,7000
6823,5500
9656,27000
2530,1500
5882,6500
779,5500
2386,4000
9778,1000
2561,8500
9297,500
3454,2000
5479,3000
3602,500
5939,2000
5087,7500
9117,4500
5897,20500
2210,4000
1808,2500
4812,500
2670,20000
215,13500
6244,6500
3829,3500
51,4500
5857,11500
2352,10000
3643,1500
9374,25500
303,27000
2770,2500
3916,10000
4614,1500
2011,2500
9066,4500
7770,33500
232,24500
9507,12000
8902,8500
1410,1000
3205,1000
9263,2000
1712,1500
4135,15000
4306,1000
2124,4500
5729,6000
3477,5500
900,1000
191,27500
8116,2500
5155,19500
2704,4500
7973,2500
2662,4500
7673,2500
6626,2500
4225,3000
7380,5500
8497,1000
2836,500
7662,500
6249,2000
4720,2000
1176,500
7854,4500
7786,1000
7622,500
5551,4000
4965,1000
1777,3000
73,6000
9672,2500
9498,23000
9610,10500
258,2000
213,4000
4825,4000
635,8500
8926,16000
2796,12500
5524,29000
622,4000
7231,500
9597,500
958,36000
5577,10500
9936,21500
6700,500
1041,4500
8956,6000
3015,7000
9654,29000
2106,6500
6181,14500
5018,69000
8643,500
9516,8500
9206,500
5935,14000
1838,5000
4016,4500
133,2500
2318,1500
9471,3500
1393,14500
1723,3500
9245,26500
8201,9000
9791,10000
185,5000
4238,2500
2835,2500
8376,4500
4022,500
5157,1000
4785,2000
7999,1000
4579,356000
9174,500
9766,51000
7449,2500
3772,3000
704,500
4026,8000
7941,8000
1093,2500
1796,11000
4163,1000
5581,19500
7252,1000
3641,14000
4930,6000
8778,10500
7417,21000
171,2000
5795,500
8070,52000
2669,10500
3546,3000
2527,5500
1237,1500
4014,500
2291,10000
6617,1000
4629,7500
512,2000
6654,4000
5969,1500
4843,1000
3389,1500
5313,1000
1371,4000
2212,5000
619,500
1484,4000
3840,1000
7588,500
1989,500
9881,10000
9931,5000
1931,11000
8914,12500
5029,4500
4011,3000
8609,1000
7824,7000
6732,15000
8302,500
7363,4500
6481,3000
8390,1000
4271,2000
2397,1000
2731,9000
6423,1500
7623,500
3351,8500
6689,500
881,2000
4646,3000
5044,4500
9032,1000
2041,19000
4995,3000
379,2000
8979,2000
7832,10000
8002,9000
3126,2000
1192,6500
7885,2500
9859,2000
1426,3500
3976,1000
7247,500
798,5000
3954,500
7974,11000
2509,8500
670,10500
9345,500
7298,1500
9123,6000
3433,1500
4589,14000
5350,2500
577,39000
1645,500
9614,9500
2797,1000
7285,5500
6841,500
225,7000
9719,4000
4490,9000
2092,3500
2684,500
7555,16500
9092,1500
7107,5500
7514,500
7438,45000
8897,7500
3914,3500
5986,1000
8948,8000
4732,3000
3427,5500
1900,4500
8567,500
6274,9500
3872,500
7234,5000
2173,3500
7183,1500
2694,4000
223,9000
5915,2000
2726,7000
2359,500
9569,11000
6246,8500
9739,2000
2358,500
2162,27000
3938,500
7226,1000
7170,1000
9445,33000
1617,1000
5653,4500
2657,500
912,30500
9131,3000
7301,1500
9570,500
2114,12500
6000,2500
7311,12500
9708,4500
2927,1500
8244,3500
8905,5500
4478,2000
1616,10000
6100,8000
7472,3500
4559,5000
6965,1000
3572,34000
7660,6500
351,1000
3969,21000
5331,2000
3562,140500
517,8000
1988,500
9645,500
769,3500
8128,1500
2234,20500
2886,1000
9161,2500
3525,3500
7159,2000
2436,1000
436,15000
4352,1000
7167,500
3548,2000
7294,188000
9353,3000
9790,7000
2492,1500
9413,3500
6209,5500
9219,10500
3446,19000
6888,1500
7286,3000
8716,500
3287,3500
9716,3500
9578,1500
4936,5500
9553,3500
9823,1500
4633,4500
7559,9000
5236,5500
6074,1500
9319,1500
6166,15000
8183,500
2017,1500
8047,500
2812,16000
7080,32500
2009,4500
7306,19500
895,1000
9767,500
4418,2500
2966,6500
5189,3500
8555,1500
1887,2500
9286,1500
7554,2500
2289,8000
7688,500
4213,3000
4151,1500
5899,5500
3982,8000
2276,4500
3695,1500
5860,2500
925,7500
2313,2000
7327,2500
3747,22500
7884,10000
1349,1000
2366,1500
4047,1000
7098,4500
6117,8500
3114,3000
7225,3500
2312,7000
638,11500
3042,1500
1981,2000
7562,500
2814,1000
7587,4500
4012,47000
4847,5000
5628,23500
3652,3000
4922,2500
6434,4500
6127,3000
1299,8500
1152,17000
6354,40500
6026,500
2696,11500
5685,500
4127,4000
9625,4500
382,8500
652,8000
6383,4500
9496,7000
7406,3000
6455,1500
6057,1500
1668,1500
5690,81500
6256,14000
1362,1000
4122,5500
142,22500
6577,8500
1830,21500
4081,2000
7292,2500
6028,2500
9089,10500
3698,8000
8256,9500
2130,2000
3086,11000
2468,5000
3371,7000
7350,1500
915,55500
9122,2000
9256,60500
2246,15500
8000,8000
6416,2500
2479,6000
3333,7000
8366,3500
57,2000
8341,500
9810,11000
5822,7000
3238,1500
1591,12000
6702,8500
5493,500
7484,3000
106,2000
2301,6000
7378,26500
6325,5000
6578,10000
5941,3500
1074,2000
4684,2000
2934,1000
1324,10000
7217,500
4714,2000
1939,1000
9388,5000
4691,11500
1385,2500
8863,9000
1049,500
3122,2000
7722,1500
3832,6500
7732,2500
2504,4000
8243,2000
4471,2500
8305,3500
4323,22000
8927,4000
1528,2000
4327,2000
886,4500
5073,5500
7148,8500
9841,2500
2290,1000
338,255000
5883,20000
6959,4500
305,2500
4760,10000
332,40500
8689,1000
3626,2500
1517,4500
6029,6500
2373,3500
3480,1000
8911,31000
3132,2500
5455,500
2416,2500
2727,3000
2368,4500
9942,5500
8191,7500
2928,3500
5302,4000
1072,4500
4110,500
6418,2000
195,6000
9906,2000
5600,8000
5209,4500
6389,15500
4532,5000
5763,1500
6190,4500
3482,5000
4700,1500
1166,8500
4595,500
6806,500
8526,12000
4619,1000
7630,9000
9793,500
4800,1500
1305,2000
9418,20500
5093,1500
4771,500
967,10000
5646,500
3137,3500
863,6000
246,66500
7419,2000
873,1000
9956,1000
6704,1000
7408,1500
9176,16000
8909,50000
8477,44500
6635,7000
8005,500
8573,1000
4724,7000
5135,8500
1609,1000
5280,5000
8743,500
6259,2500
8730,4000
3047,3000
9383,4500
9105,500
3486,32000
530,3000
2273,31500
6923,500
7904,3000
3979,5500
8290,500
2166,500
1070,500
1902,1000
1980,7000
7205,1500
9858,9500
4430,7000
562,2500
4002,3000
3551,500
1990,7000
5921,500
5487,7500
9779,1000
9564,500
5985,2000
9076,2500
7121,2000
2787,3500
18,7000
3681,2000
2101,4500
9558,6500
1573,500
1252,10500
8332,6000
2660,2500
7153,29500
3098,2000
636,2500
3366,11500
3988,1500
6007,3000
9175,3500
6235,15000
9820,500
5464,4000
3383,4500
3248,2000
7423,3000
7340,2500
1022,27500
6177,1500
1222,7000
2809,4000
3942,10000
8482,500
483,1000
2634,6500
821,500
4439,1500
5573,15000
648,3500
9168,5000
7869,9500
3061,7500
3676,12500
4019,2500
8888,5000
961,22500
4426,500
6096,1000
1637,3500
2192,500
3786,31000
1681,9000
6974,500
9546,500
6365,500
1059,2500
8271,5500
6043,500
8505,1000
1351,19500
6231,2500
9764,6000
4703,8500
7074,3000
2653,3500
4173,21500
2121,11500
7806,8500
3908,12000
8176,5500
8428,14000
4117,3500
9453,1000
9542,2000
9972,2500
1337,7500
9361,500
7273,113500
2656,1500
7488,1500
4747,5000
2854,4000
3481,6500
3404,14000
2026,2500
2118,2000
9876,26000
6531,4000
8738,500
2582,7500
9347,500
1461,1500
3127,7500
2319,3000
8612,4500
5386,500
1189,6500
4945,7500
391,5000
4680,4500
3778,4000
3565,2000
3735,1500
3618,28000
8178,2000
173,2000
2890,3000
7341,4000
2507,1000
3215,10000
3100,13000
956,5500
6159,6000
7,11500
7024,3500
7145,3500
9971,6000
4188,2000
5687,500
2829,6000
844,1000
4416,3500
6546,1000
6105,5000
1924,3000
4676,500
4656,1000
6425,1000
7431,1000
3815,8500
2616,1500
7302,500
6408,5000
9836,500
4604,9000
8665,8000
8202,20000
9491,7000
5421,5500
9713,5000
4523,2500
5488,3500
4433,9000
201,6000
6451,6000
4337,110500
5807,3500
5431,500
7374,1000
2755,9500
3653,23500
8549,1000
3731,10500
9582,500
978,1500
7011,6500
9484,16500
1326,258000
236,1500
3624,500
8788,500
8246,500
2057,500
9188,2500
9866,500
8393,8000
4838,7000
5275,10000
4586,5000
2486,1000
8512,35000
7931,1500
5405,5500
2647,1000
5485,500
3803,1000
2926,6000
9877,1000
1940,3000
4099,3500
6750,500
8712,4500
4588,11000
6916,4000
9803,2500
6404,6500
727,8000
8711,10000
7951,3500
1973,1000
3032,2500
2032,2500
261,19500
3710,5500
3457,7000
4272,13500
6088,5000
2496,6000
3510,500
4375,4500
5360,500
1575,5500
1292,2000
5308,2000
5376,1500
4526,15000
3734,500
8195,500
5956,35000
2993,1500
9143,4500
7469,8500
2857,500
9851,500
8180,500
3334,3000
4241,1000
6375,1000
9684,500
15,2500
1882,3500
7934,3500
8667,3000
3117,152000
5831,500
7621,9500
6299,500
9522,10000
9725,94500
7798,5500
4205,8000
7036,1500
7169,500
8248,500
4199,9000
8741,500
8590,11500
7957,500
4648,48500
6112,2000
6870,1000
5938,7000
1530,3500
5472,4000
3437,1500
706,15000
1714,51500
741,10500
5673,3000
1744,500
376,9500
8993,2000
2403,5500
9817,4500
7578,22500
9207,1000
6253,4500
3336,2000
3000,1500
75,2000
7420,125000
1580,3000
9440,56500
3556,1500
4722,1500
8119,10000
9009,40500
5972,8000
2211,5000
5245,1000
5007,500
7070,3000
3633,5000
8433,9000
1514,8500
8599,500
8228,3500
4492,1500
3983,7000
7543,2500
8025,4000
3964,24500
9994,1500
5106,25000
2629,22000
9720,8000
876,1000
465,1000
3765,500
9783,5000
7255,19500
8635,500
819,5000
5131,2000
4223,2500
7180,3500
6477,2000
1539,12500
2110,6500
6027,8000
3263,2500
7113,42500
7059,9500
4753,2500
9932,1000
9020,1000
7541,1000
9402,3500
4095,1000
6410,2000
946,1500
6493,500
8815,14000
9437,9000
64,5500
8868,6500
5931,1000
1445,1000
5285,3000
7509,2500
3252,4000
4440,12500
1970,500
1193,3000
9641,1000
1051,6500
9742,24500
2842,27000
2263,102000
3905,1000
6285,500
4638,1000
6715,3500
5000,3500
8507,3000
6295,5500
8284,8500
263,1000
951,25000
555,1000
3442,2000
1283,9500
8531,1500
7776,10000
9649,1000
2874,6000
896,1500
1542,8500
9227,1500
1751,6000
4845,21000
1722,1000
4472,4000
6219,11000
9630,1000
6155,2000
1521,28000
9873,500
7745,5500
927,4500
7249,6500
2006,1000
8039,13500
518,20500
3419,2000
7878,3500
4641,18000
243,5000
3866,3000
2279,500
8610,500
608,7500
5511,9500
613,6500
990,147000
4340,4000
4701,3500
7841,8000
6152,29500
6658,1500
7046,2000
9094,1500
4788,4500
6254,1500
6340,3000
8748,1000
8254,296000
5046,6500
1498,2000
8904,500
5165,3500
4759,500
8545,2000
176,3000
7146,6000
3621,500
7440,2500
9364,500
6511,4500
1534,1000
7704,3000
3255,8500
8407,2000
7935,10000
6605,1500
2326,2000
7667,2000
8557,27000
5306,57500
1763,8500
3540,4000
8432,1000
2925,3500
8853,1500
2193,8000
4666,2500
5084,3000
6484,30000
3812,2000
8524,1000
2047,7000
7597,10000
4338,6000
139,4000
5419,11500
8691,11000
4167,1500
6544,2000
4664,5000
8622,2000
9229,2000
7172,8000
8559,7500
8023,9500
5609,17500
1008,5000
6628,2000
2598,7500
8414,9000
3230,2000
765,11500
5697,1000
4242,6500
9744,4000
9405,2000
3297,1000
8372,500
4592,500
1427,500
1926,2500
8783,500
995,2500
188,6000
9933,1000
6979,500
6052,2000
5798,13500
7197,1000
9135,500
9457,1500
8008,3500
8894,130000
4386,23000
4411,500
9586,10000
3834,1500
6911,4500
6817,4000
343,9500
5629,500
3945,5000
3299,7500
5137,9500
3959,10500
1034,1500
4530,500
6398,500
1005,10500
3347,1000
992,1000
806,1000
3849,9500
212,3500
3891,1500
5946,2500
984,500
2676,11000
4037,15500
1419,7500
2395,5000
3113,4000
1111,15000
6225,6500
1842,3500
5837,6000
1046,500
1720,3500
8159,42500
6135,10000
687,10000
7502,6000
21,4000
5823,500
528,500
1010,500
5579,500
3640,21500
8213,13000
4796,2500
3445,2500
6782,2500
3468,1500
5476,2500
6606,32500
9309,1000
150,20000
6442,2000
8117,4000
8455,7000
9999,2000
8368,4000
5225,3500
6302,3000
9986,8000
4901,18000
2774,4500
3776,28000
260,2500
4951,12000
3530,11500
496,7000
5580,1500
7053,500
4562,500
7584,1500
6162,1000
8706,65500
6188,500
9237,5500
4637,31500
6988,3500
5140,32500
9073,2000
8056,500
8160,5000
3395,1500
9563,1000
5532,2000
1913,500
3656,500
6833,4500
2611,6000
8935,2500
9085,1000
4784,2000
8354,9000
3119,5500
9714,500
6058,10000
4036,3500
6092,500
540,15500
845,13000
4550,43500
8296,500
7388,13500
9451,1500
8578,56000
5250,500
7788,10000
6862,500
8403,4000
3811,500
4626,5000
8954,10500
4365,1000
8301,2500
4311,10000
5693,500
2371,4500
3588,4000
6081,6000
6679,9000
771,51000
7092,10000
6521,55000
8464,6000
7929,500
6940,6500
4735,7500
6419,500
1288,3000
813,500
609,16000
3693,1000
9307,7500
9814,1000
1232,4000
3529,7500
7481,12500
8848,12000
891,2500
3746,6500
3597,1500
5159,1500
583,500
1500,52000
4645,3500
785,4000
8317,28000
7376,3000
6646,6000
6269,31500
849,10000
5645,3500
5078,13000
1613,500
5296,4000
1995,12000
4115,4500
177,500
3487,500
1493,1500
2794,1000
2035,500
4535,44000
4669,8000
2746,18000
1016,500
5494,2500
1331,14500
7176,2000
8516,2500
9787,7000
5705,5000
1798,2500
1721,1515500
6346,8000
3046,500
3067,6500
6170,1500
4757,6500
9063,2000
3382,1000
3586,1500
6025,500
6459,5000
1627,500
6037,14500
1099,1500
2417,3000
4751,500
6788,17000
2987,2500
6387,7000
4234,10000
7238,20000
7739,2000
5668,1000
3691,11000
9148,1500
3715,43500
3537,6500
8851,500
307,5500
3043,2500
466,1500
4261,9500
5870,5000
6224,1000
9965,24500
6910,1000
8045,1000
4069,5000
6156,7500
3596,5000
9382,9000
9807,1000
6642,500
8441,1500
1422,8500
9083,500
4940,11500
4727,9000
905,6000
9377,8000
1533,7500
7039,8000
194,5000
1280,6000
533,9500
1191,3000
8206,1500
2959,38500
7601,6500
7716,6000
7474,2500
3802,2000
1476,17000
4214,4000
2602,2500
151,2500
1383,23500
9419,23000
4227,2000
1628,2000
589,4000
3528,3500
2445,20500
2791,2000
5004,4000
316,6000
2762,1000
6874,1000
8991,12500
408,25500
4593,5000
8919,500
4143,7500
8597,500
8673,2500
6031,1500
2881,15500
3730,1000
772,1500
8371,4000
5154,22000
2054,14000
230,1000
1341,18000
8648,3500
8765,500
3281,1500
4717,10000
1156,3000
3085,29500
2117,1500
1544,1000
3396,9000
5598,5000
1572,1000
4955,1500
1805,3500
1297,2000
4977,1000
5115,1000
9047,4000
9053,7000
5651,5000
4018,8500
4710,19500
6883,4500
1271,500
9786,500
5492,7000
6967,3000
7101,1000
168,52500
7455,2500
9193,11000
464,14000
7470,2500
5854,1000
4548,4500
6331,10500
3019,500
4488,6500
9325,20500
2451,7500
2502,1500
87,1500
4555,5000
8457,7500
1914,500
4278,3500
398,1000
7132,1500
7925,21000
4235,26000
2663,2500
5607,4000
7498,1000
9037,3000
2406,500
673,2000
3787,2000
3128,6500
392,500
5905,31500
6157,1000
9715,6500
5873,500
564,46500
3266,1000
8873,500
6143,500
2350,6000
681,5500
328,1000
6839,500
401,19000
2535,5000
350,1000
9839,16000
5868,15500
2994,4000
5554,3500
3589,2000
645,9500
3288,10500
4062,5500
5768,10000
100,5000
4885,2000
8839,50000
471,1500
123,1500
8322,1000
8653,5000
8036,2000
6741,1000
1004,35000
3674,14500
9729,2000
8274,3000
9038,3500
4860,500
1403,7500
6865,8000
4959,11000
4486,500
9330,1000
4165,500
9113,4500
8616,1000
5903,15500
7996,500
